mature_miRNA,disease,potential_biomarker,miRNA_type,author,journal,title,year,method,description
hsa-miR-144,papillary thyroid carcinomas (ptc),0,circulating,yu s et al.,j clin endocrinol metab.,circulating microrna profiles as potential biomarkers for diagnosis of papillary thyroid carcinoma.,2012,solexa sequencing|quantitative rt-pcr,"the expression of serum let-7e, mir-151-5p, and mir-222 was significantly increased in ptc cases relative to benign cases and healthy controls. Expression of serum mir-151-5p and mir-222 in a subset of ptc patients decreased significantly after tumor excision. Increased expression of mir-151-5p and mir-222 was also found in the tissue of ptc patients."
hsa-miR-100,papillary thyroid carcinomas (ptc),0,circulating,yu s et al.,j clin endocrinol metab.,circulating microrna profiles as potential biomarkers for diagnosis of papillary thyroid carcinoma.,2012,solexa sequencing|quantitative rt-pcr,"the expression of serum let-7e, mir-151-5p, and mir-222 was significantly increased in ptc cases relative to benign cases and healthy controls. Expression of serum mir-151-5p and mir-222 in a subset of ptc patients decreased significantly after tumor excision. Increased expression of mir-151-5p and mir-222 was also found in the tissue of ptc patients."
hsa-miR-543,papillary thyroid carcinomas (ptc),0,circulating,yu s et al.,j clin endocrinol metab.,circulating microrna profiles as potential biomarkers for diagnosis of papillary thyroid carcinoma.,2012,solexa sequencing|quantitative rt-pcr,"the expression of serum let-7e, mir-151-5p, and mir-222 was significantly increased in ptc cases relative to benign cases and healthy controls. Expression of serum mir-151-5p and mir-222 in a subset of ptc patients decreased significantly after tumor excision. Increased expression of mir-151-5p and mir-222 was also found in the tissue of ptc patients."
hsa-miR-127-3p,papillary thyroid carcinomas (ptc),0,circulating,yu s et al.,j clin endocrinol metab.,circulating microrna profiles as potential biomarkers for diagnosis of papillary thyroid carcinoma.,2012,solexa sequencing|quantitative rt-pcr,"the expression of serum let-7e, mir-151-5p, and mir-222 was significantly increased in ptc cases relative to benign cases and healthy controls. Expression of serum mir-151-5p and mir-222 in a subset of ptc patients decreased significantly after tumor excision. Increased expression of mir-151-5p and mir-222 was also found in the tissue of ptc patients."
hsa-miR-16,papillary thyroid carcinomas (ptc),0,circulating,yu s et al.,j clin endocrinol metab.,circulating microrna profiles as potential biomarkers for diagnosis of papillary thyroid carcinoma.,2012,solexa sequencing|quantitative rt-pcr,"the expression of serum let-7e, mir-151-5p, and mir-222 was significantly increased in ptc cases relative to benign cases and healthy controls. Expression of serum mir-151-5p and mir-222 in a subset of ptc patients decreased significantly after tumor excision. Increased expression of mir-151-5p and mir-222 was also found in the tissue of ptc patients."
hsa-let-7b,pediatric crohn disease,1,circulating,zahm am et al.,j pediatr gastroenterol nutr. 53(1):26-33.,circulating microrna is a biomarker of pediatric crohn disease.,2011,low-density array qrt-pcr,"all of the candidate biomarker mirnas were confirmed in an independent cd sample set (n = 46). To explore the specificity of the cd-associated mirnas, they were measured in the sera of patients with celiac disease (n = 12); none were changed compared with healthy controls. "
hsa-miR-106a,pediatric crohn disease,1,circulating,zahm am et al.,j pediatr gastroenterol nutr. 53(1):26-33.,circulating microrna is a biomarker of pediatric crohn disease.,2011,low-density array qrt-pcr,"all of the candidate biomarker mirnas were confirmed in an independent cd sample set (n = 46). To explore the specificity of the cd-associated mirnas, they were measured in the sera of patients with celiac disease (n = 12); none were changed compared with healthy controls. "
hsa-miR-140,pediatric crohn disease,1,circulating,zahm am et al.,j pediatr gastroenterol nutr. 53(1):26-33.,circulating microrna is a biomarker of pediatric crohn disease.,2011,low-density array qrt-pcr,"all of the candidate biomarker mirnas were confirmed in an independent cd sample set (n = 46). To explore the specificity of the cd-associated mirnas, they were measured in the sera of patients with celiac disease (n = 12); none were changed compared with healthy controls. "
hsa-miR-16,pediatric crohn disease,1,circulating,zahm am et al.,j pediatr gastroenterol nutr. 53(1):26-33.,circulating microrna is a biomarker of pediatric crohn disease.,2011,low-density array qrt-pcr,"all of the candidate biomarker mirnas were confirmed in an independent cd sample set (n = 46). To explore the specificity of the cd-associated mirnas, they were measured in the sera of patients with celiac disease (n = 12); none were changed compared with healthy controls. "
hsa-miR-192,pediatric crohn disease,1,circulating,zahm am et al.,j pediatr gastroenterol nutr. 53(1):26-33.,circulating microrna is a biomarker of pediatric crohn disease.,2011,low-density array qrt-pcr,"all of the candidate biomarker mirnas were confirmed in an independent cd sample set (n = 46). To explore the specificity of the cd-associated mirnas, they were measured in the sera of patients with celiac disease (n = 12); none were changed compared with healthy controls. "
hsa-miR-195,pediatric crohn disease,1,circulating,zahm am et al.,j pediatr gastroenterol nutr. 53(1):26-33.,circulating microrna is a biomarker of pediatric crohn disease.,2011,low-density array qrt-pcr,"all of the candidate biomarker mirnas were confirmed in an independent cd sample set (n = 46). To explore the specificity of the cd-associated mirnas, they were measured in the sera of patients with celiac disease (n = 12); none were changed compared with healthy controls. "
hsa-miR-20a,pediatric crohn disease,1,circulating,zahm am et al.,j pediatr gastroenterol nutr. 53(1):26-33.,circulating microrna is a biomarker of pediatric crohn disease.,2011,low-density array qrt-pcr,"all of the candidate biomarker mirnas were confirmed in an independent cd sample set (n = 46). To explore the specificity of the cd-associated mirnas, they were measured in the sera of patients with celiac disease (n = 12); none were changed compared with healthy controls. "
